career_name,top_skills,avg_salary,salary_p25,salary_p75,salary_range,demand_score,locations,postings_count,skills_count
business development manager - private equity,consultative selling sales process deployment crm tool usage project management data analysis market research relationship management networking communication teamwork organizational skills problem solving strategic thinking attention to detail time management multi-tasking leadership collaboration private equity knowledge presentation skills,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
business development manager - us,crm software sales strategies market research project management communication problem solving teamwork adaptability interpersonal skills attention to detail proactivity integrity carbon markets renewable energy,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
business development manager - utility billing software - remote,business development sales marketing finance ms office suite databases customer relationship management prospecting presentation skills closing sales communication organization multi-tasking independence relationship building problem solving utility billing software engineering,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
business development manager - vms/msp,business development proposal development communication negotiation relationship building stakeholder management self-motivation results-oriented team collaboration msp vms crm software market analysis competitive intelligence,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
business development manager - work remotely,sales marketing communication training self-motivation initiative positive attitude relationship building adaptability personal development remote work,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
business development manager 75k- 120k+,business development sales customer service crm software computer literacy revenue target setting relationship management interpersonal skills communication problem solving proactivity teamwork work ethic customer focus negotiation,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
business development manager caribbean and latin america spanish speaking,technology sales sales strategy development pipeline management data analysis relationship building account management self-motivation results-driven collaboration time management communication problem solving analytical thinking adaptability saas sales public speaking hospitality industry knowledge humility passion for food,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
business development manager facial- allergan aesthetics sugar land tx,marketing principles analytical skills product knowledge business development communication interpersonal skills problem solving strategic thinking team collaboration adaptability time management customer focus leadership medical sales consultative selling contract negotiation financial management excel word powerpoint conflict resolution,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
business development manager grasslands,google earth ms word excel powerpoint communication interpersonal skills networking time management flexibility attention to detail self-starter independent work pressure management entrepreneurial mindset land trust network agriculture natural resource conservation voluntary carbon markets ecological concepts arc gis mapping software adobe products,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
business development manager health life sciences,business development strategies analytical skills communication skills leadership skills collaboration time management problem solving independence adaptability microsoft office suite client relationship management crm software budget management event planning salesforce confidentiality,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
